id,stimulus,order,block,valence,arousal,familiarity,session,picture
11,7205,63,3,9,1,NA,emot,Neutral
11,5900,64,NA,9,1,NA,emot,Neutral
11,7595,65,NA,9,1,NA,emot,Neutral
11,8465,66,NA,9,1,NA,emot,Neutral
12,8465,1,NA,3,7,NA,emot,Neutral
12,7595,2,NA,6,3,NA,emot,Neutral
12,5900,3,NA,3,7,NA,emot,Neutral
12,7205,4,1,8,2,NA,emot,Neutral
12,2514,5,1,2,6,NA,emot,Neutral
12,7000,6,1,2,8,NA,emot,Neutral
12,7026,7,1,7,1,NA,emot,Neutral
12,2377,8,1,5,4,NA,emot,Neutral
12,2981,9,1,3,7,NA,emot,Negative
12,9040,10,1,1,9,NA,emot,Negative
12,9405,11,1,1,8,NA,emot,Negative
12,3060,12,1,1,9,NA,emot,Negative
12,7025,13,1,4,6,NA,emot,Neutral
12,9410,14,1,1,9,NA,emot,Negative
12,2511,15,1,7,2,NA,emot,Neutral
12,5250,16,1,5,5,NA,emot,Neutral
12,8312,17,1,8,1,NA,emot,Neutral
12,9187,18,1,2,8,NA,emot,Negative
12,6561,19,1,2,8,NA,emot,Negative
12,9043,20,1,1,8,NA,emot,Negative
12,3103,21,1,2,9,NA,emot,Negative
12,1300,22,1,3,7,NA,emot,Negative
12,7530,23,1,8,2,NA,emot,Neutral
12,2511,24,2,8,1,NA,emot,Neutral
12,2377,25,2,5,4,NA,emot,Neutral
12,9410,26,2,1,9,NA,emot,Negative
12,7026,27,2,6,3,NA,emot,Neutral
12,8312,28,2,8,1,NA,emot,Neutral
12,7530,29,2,6,3,NA,emot,Neutral
12,2981,30,2,2,8,NA,emot,Negative
12,5250,31,2,2,8,NA,emot,Neutral
12,1300,32,2,3,6,NA,emot,Negative
12,9187,33,2,2,7,NA,emot,Negative
12,3060,34,2,1,9,NA,emot,Negative
12,7025,35,2,4,4,NA,emot,Neutral
12,9040,36,2,1,9,NA,emot,Negative
12,7205,37,2,7,2,NA,emot,Neutral
12,9043,38,2,3,5,NA,emot,Negative
12,7000,39,2,5,4,NA,emot,Neutral
12,3103,40,2,1,9,NA,emot,Negative
12,2514,41,2,5,2,NA,emot,Neutral
12,9405,42,2,1,9,NA,emot,Negative
12,6561,43,2,2,9,NA,emot,Negative
12,9187,44,3,4,5,NA,emot,Negative
12,9410,45,3,1,9,NA,emot,Negative
12,2511,46,3,6,3,NA,emot,Neutral
12,2981,47,3,2,7,NA,emot,Negative
12,1300,48,3,4,5,NA,emot,Negative
12,9043,49,3,2,7,NA,emot,Negative
12,3060,50,3,1,9,NA,emot,Negative
12,5250,51,3,5,5,NA,emot,Neutral
12,7205,52,3,5,4,NA,emot,Neutral
12,7025,53,3,5,4,NA,emot,Neutral
12,9405,54,3,1,9,NA,emot,Negative
12,2377,55,3,4,4,NA,emot,Neutral
12,8312,56,3,7,3,NA,emot,Neutral
12,3103,57,3,1,9,NA,emot,Negative
12,6561,58,3,2,8,NA,emot,Negative
12,9040,59,3,1,9,NA,emot,Negative
12,7530,60,3,7,2,NA,emot,Neutral
12,7000,61,3,4,5,NA,emot,Neutral
12,2514,62,3,6,4,NA,emot,Neutral
12,7026,63,3,8,2,NA,emot,Neutral
12,8465,64,NA,2,8,NA,emot,Neutral
12,7595,65,NA,4,6,NA,emot,Neutral
12,5900,66,NA,3,7,NA,emot,Neutral
14,5900,1,NA,7,3,NA,emot,Neutral
14,8465,2,NA,7,2,NA,emot,Neutral
14,7595,3,NA,4,7,NA,emot,Neutral
14,2511,4,1,6,4,NA,emot,Neutral
14,3103,5,1,2,8,NA,emot,Negative
14,6561,6,1,2,9,NA,emot,Negative
14,9043,7,1,5,8,NA,emot,Negative
14,2377,8,1,4,7,NA,emot,Neutral
14,7026,9,1,8,2,NA,emot,Neutral
14,7000,10,1,6,3,NA,emot,Neutral
14,3060,11,1,1,9,NA,emot,Negative
14,2981,12,1,1,8,NA,emot,Negative
14,7530,13,1,6,3,NA,emot,Neutral
14,2514,14,1,6,5,NA,emot,Neutral
14,9040,15,1,1,9,NA,emot,Negative
14,7205,16,1,6,4,NA,emot,Neutral
14,8312,17,1,6,3,NA,emot,Neutral
14,5250,18,1,8,2,NA,emot,Neutral
14,9405,19,1,1,9,NA,emot,Negative
14,7025,20,1,5,4,NA,emot,Neutral
14,9410,21,1,1,9,NA,emot,Negative
14,1300,22,1,2,8,NA,emot,Negative
14,9187,23,1,2,8,NA,emot,Negative
14,3060,24,2,1,9,NA,emot,Negative
14,9405,25,2,1,9,NA,emot,Negative
14,9410,26,2,1,9,NA,emot,Negative
14,2377,27,2,5,5,NA,emot,Neutral
14,7026,28,2,7,2,NA,emot,Neutral
14,2514,29,2,5,4,NA,emot,Neutral
14,7000,30,2,6,3,NA,emot,Neutral
14,5250,31,2,5,4,NA,emot,Neutral
14,9043,32,2,5,5,NA,emot,Negative
14,2511,33,2,7,3,NA,emot,Neutral
14,3103,34,2,2,8,NA,emot,Negative
14,6561,35,2,3,7,NA,emot,Negative
14,9187,36,2,2,8,NA,emot,Negative
14,7025,37,2,5,4,NA,emot,Neutral
14,7530,38,2,5,4,NA,emot,Neutral
14,7205,39,2,6,4,NA,emot,Neutral
14,9040,40,2,1,8,NA,emot,Negative
14,1300,41,2,2,8,NA,emot,Negative
14,2981,42,2,1,8,NA,emot,Negative
14,8312,43,2,6,4,NA,emot,Neutral
14,2514,44,3,6,4,NA,emot,Neutral
14,7205,45,3,5,4,NA,emot,Neutral
14,2377,46,3,4,6,NA,emot,Neutral
14,3060,47,3,1,9,NA,emot,Negative
14,5250,48,3,5,4,NA,emot,Neutral
14,9043,49,3,6,6,NA,emot,Negative
14,2511,50,3,7,3,NA,emot,Neutral
14,7000,51,3,6,4,NA,emot,Neutral
14,9405,52,3,1,9,NA,emot,Negative
14,7530,53,3,6,4,NA,emot,Neutral
14,1300,54,3,2,8,NA,emot,Negative
14,9040,55,3,1,9,NA,emot,Negative
14,9410,56,3,1,9,NA,emot,Negative
14,2981,57,3,1,8,NA,emot,Negative
14,3103,58,3,2,8,NA,emot,Negative
14,8312,59,3,6,4,NA,emot,Neutral
14,9187,60,3,1,8,NA,emot,Negative
14,6561,61,3,3,7,NA,emot,Negative
14,7025,62,3,5,4,NA,emot,Neutral
14,7026,63,3,7,3,NA,emot,Neutral
14,8465,64,NA,7,3,NA,emot,Neutral
14,5900,65,NA,7,3,NA,emot,Neutral
14,7595,66,NA,5,4,NA,emot,Neutral
15,7595,1,NA,4,7,NA,emot,Neutral
15,5900,2,NA,2,6,NA,emot,Neutral
15,8465,3,NA,5,5,NA,emot,Neutral
15,3063,4,1,1,8,NA,emot,Negative
15,1850,5,1,5,5,NA,emot,Neutral
15,7165,6,1,9,1,NA,emot,Neutral
15,2683,7,1,3,6,NA,emot,Negative
15,5390,8,1,8,3,NA,emot,Neutral
15,2487,9,1,7,4,NA,emot,Neutral
15,9490,10,1,2,6,NA,emot,Negative
15,1201,11,1,2,6,NA,emot,Negative
15,2374,12,1,9,1,NA,emot,Neutral
15,7185,13,1,7,3,NA,emot,Neutral
15,2102,14,1,5,6,NA,emot,Neutral
15,6520,15,1,1,9,NA,emot,Negative
15,9584,16,1,2,8,NA,emot,Negative
15,7175,17,1,7,1,NA,emot,Neutral
15,9253,18,1,1,9,NA,emot,Negative
15,2384,19,1,5,2,NA,emot,Neutral
15,5726,20,1,9,1,NA,emot,Neutral
15,3350,21,1,1,9,NA,emot,Negative
15,9183,22,1,1,8,NA,emot,Negative
15,3022,23,1,5,6,NA,emot,Negative
15,2102,24,2,3,6,NA,emot,Neutral
15,1201,25,2,3,7,NA,emot,Negative
15,7165,26,2,9,1,NA,emot,Neutral
15,9584,27,2,2,8,NA,emot,Negative
15,9183,28,2,2,8,NA,emot,Negative
15,2384,29,2,7,2,NA,emot,Neutral
15,9490,30,2,2,7,NA,emot,Negative
15,3350,31,2,1,9,NA,emot,Negative
15,3063,32,2,1,9,NA,emot,Negative
15,2487,33,2,6,4,NA,emot,Neutral
15,2683,34,2,1,8,NA,emot,Negative
15,5726,35,2,9,1,NA,emot,Neutral
15,5390,36,2,8,2,NA,emot,Neutral
15,1850,37,2,5,6,NA,emot,Neutral
15,7175,38,2,7,1,NA,emot,Neutral
15,6520,39,2,1,8,NA,emot,Negative
15,3022,40,2,4,6,NA,emot,Negative
15,2374,41,2,9,1,NA,emot,Neutral
15,9253,42,2,1,9,NA,emot,Negative
15,7185,43,2,5,3,NA,emot,Neutral
15,3063,44,3,1,9,NA,emot,Negative
15,9490,45,3,2,8,NA,emot,Negative
15,1201,46,3,2,8,NA,emot,Negative
15,6520,47,3,1,9,NA,emot,Negative
15,7165,48,3,9,1,NA,emot,Neutral
15,9253,49,3,1,9,NA,emot,Negative
15,5726,50,3,9,1,NA,emot,Neutral
15,3022,51,3,4,6,NA,emot,Negative
15,9183,52,3,2,8,NA,emot,Negative
15,3350,53,3,1,9,NA,emot,Negative
15,2487,54,3,6,4,NA,emot,Neutral
15,2683,55,3,1,8,NA,emot,Negative
15,2384,56,3,7,2,NA,emot,Neutral
15,5390,57,3,8,1,NA,emot,Neutral
15,7185,58,3,7,2,NA,emot,Neutral
15,2374,59,3,8,1,NA,emot,Neutral
15,2102,60,3,3,7,NA,emot,Neutral
15,9584,61,3,2,8,NA,emot,Negative
15,1850,62,3,3,6,NA,emot,Neutral
15,7175,63,3,8,2,NA,emot,Neutral
15,7595,64,NA,4,7,NA,emot,Neutral
15,8465,65,NA,5,6,NA,emot,Neutral
15,5900,66,NA,5,5,NA,emot,Neutral
16,5900,1,NA,2,7,NA,emot,Neutral
16,8465,2,NA,4,7,NA,emot,Neutral
16,7595,3,NA,6,5,NA,emot,Neutral
16,7026,4,1,7,3,NA,emot,Neutral
16,6561,5,1,1,9,NA,emot,Negative
16,3103,6,1,1,8,NA,emot,Negative
16,9043,7,1,1,8,NA,emot,Negative
16,7025,8,1,7,4,NA,emot,Neutral
16,2511,9,1,8,3,NA,emot,Neutral
16,9410,10,1,1,9,NA,emot,Negative
16,3060,11,1,1,9,NA,emot,Negative
16,8312,12,1,7,2,NA,emot,Neutral
16,7000,13,1,7,3,NA,emot,Neutral
16,2514,14,1,6,4,NA,emot,Neutral
16,9040,15,1,1,9,NA,emot,Negative
16,2981,16,1,1,9,NA,emot,Negative
16,9405,17,1,1,9,NA,emot,Negative
16,7205,18,1,5,3,NA,emot,Neutral
16,9187,19,1,1,9,NA,emot,Negative
16,7530,20,1,9,1,NA,emot,Neutral
16,1300,21,1,3,8,NA,emot,Negative
16,2377,22,1,6,5,NA,emot,Neutral
16,5250,23,1,7,3,NA,emot,Neutral
16,1300,24,2,2,8,NA,emot,Negative
16,5250,25,2,7,3,NA,emot,Neutral
16,7025,26,2,5,5,NA,emot,Neutral
16,3060,27,2,1,9,NA,emot,Negative
16,9187,28,2,2,9,NA,emot,Negative
16,3103,29,2,2,8,NA,emot,Negative
16,9043,30,2,2,8,NA,emot,Negative
16,7000,31,2,4,4,NA,emot,Neutral
16,7205,32,2,5,4,NA,emot,Neutral
16,2511,33,2,8,1,NA,emot,Neutral
16,9405,34,2,2,8,NA,emot,Negative
16,7530,35,2,9,1,NA,emot,Neutral
16,8312,36,2,7,3,NA,emot,Neutral
16,7026,37,2,4,4,NA,emot,Neutral
16,2514,38,2,8,3,NA,emot,Neutral
16,2377,39,2,4,6,NA,emot,Neutral
16,2981,40,2,1,9,NA,emot,Negative
16,9040,41,2,2,8,NA,emot,Negative
16,6561,42,2,2,8,NA,emot,Negative
16,9410,43,2,1,9,NA,emot,Negative
16,3060,44,3,2,8,NA,emot,Negative
16,9040,45,3,2,8,NA,emot,Negative
16,2511,46,3,8,2,NA,emot,Neutral
16,7000,47,3,4,4,NA,emot,Neutral
16,9410,48,3,1,9,NA,emot,Negative
16,8312,49,3,7,4,NA,emot,Neutral
16,7025,50,3,5,5,NA,emot,Neutral
16,2514,51,3,7,4,NA,emot,Neutral
16,1300,52,3,2,8,NA,emot,Negative
16,9043,53,3,3,8,NA,emot,Negative
16,3103,54,3,3,7,NA,emot,Negative
16,7530,55,3,9,1,NA,emot,Neutral
16,7026,56,3,6,3,NA,emot,Neutral
16,7205,57,3,6,4,NA,emot,Neutral
16,2981,58,3,1,9,NA,emot,Negative
16,9405,59,3,2,8,NA,emot,Negative
16,5250,60,3,7,4,NA,emot,Neutral
16,2377,61,3,5,6,NA,emot,Neutral
16,6561,62,3,2,9,NA,emot,Negative
16,9187,63,3,2,8,NA,emot,Negative
16,5900,64,NA,3,8,NA,emot,Neutral
16,7595,65,NA,3,6,NA,emot,Neutral
16,8465,66,NA,3,8,NA,emot,Neutral
17,5900,1,NA,6,7,NA,emot,Neutral
17,8465,2,NA,9,1,NA,emot,Neutral
17,7595,3,NA,4,5,NA,emot,Neutral
17,2487,4,1,5,5,NA,emot,Neutral
17,5726,5,1,9,2,NA,emot,Neutral
17,6520,6,1,2,8,NA,emot,Negative
17,7185,7,1,6,2,NA,emot,Neutral
17,3022,8,1,6,6,NA,emot,Negative
17,3063,9,1,1,9,NA,emot,Negative
17,7165,10,1,6,3,NA,emot,Neutral
17,1201,11,1,3,6,NA,emot,Negative
17,3350,12,1,1,8,NA,emot,Negative
17,9584,13,1,3,6,NA,emot,Negative
17,7175,14,1,5,4,NA,emot,Neutral
17,9490,15,1,1,9,NA,emot,Negative
17,2384,16,1,6,3,NA,emot,Neutral
17,9183,17,1,2,7,NA,emot,Negative
17,1850,18,1,7,2,NA,emot,Neutral
17,2374,19,1,8,1,NA,emot,Neutral
17,2683,20,1,1,9,NA,emot,Negative
17,9253,21,1,1,9,NA,emot,Negative
17,5390,22,1,6,2,NA,emot,Neutral
17,2102,23,1,4,6,NA,emot,Neutral
17,2102,24,2,4,5,NA,emot,Neutral
17,9183,25,2,2,7,NA,emot,Negative
17,2683,26,2,1,9,NA,emot,Negative
17,5726,27,2,8,2,NA,emot,Neutral
17,7165,28,2,5,3,NA,emot,Neutral
17,3022,29,2,6,5,NA,emot,Negative
17,9490,30,2,2,9,NA,emot,Negative
17,7175,31,2,5,2,NA,emot,Neutral
17,1850,32,2,8,2,NA,emot,Neutral
17,3350,33,2,1,9,NA,emot,Negative
17,5390,34,2,6,3,NA,emot,Neutral
17,2487,35,2,4,5,NA,emot,Neutral
17,9253,36,2,1,9,NA,emot,Negative
17,3063,37,2,1,9,NA,emot,Negative
17,9584,38,2,4,5,NA,emot,Negative
17,6520,39,2,1,8,NA,emot,Negative
17,2374,40,2,9,2,NA,emot,Neutral
17,1201,41,2,2,6,NA,emot,Negative
17,7185,42,2,6,2,NA,emot,Neutral
17,2384,43,2,6,2,NA,emot,Neutral
17,6520,44,3,2,8,NA,emot,Negative
17,3063,45,3,2,9,NA,emot,Negative
17,2384,46,3,7,2,NA,emot,Neutral
17,7175,47,3,5,4,NA,emot,Neutral
17,1201,48,3,4,6,NA,emot,Negative
17,9253,49,3,1,9,NA,emot,Negative
17,7165,50,3,6,3,NA,emot,Neutral
17,5726,51,3,8,1,NA,emot,Neutral
17,9183,52,3,1,8,NA,emot,Negative
17,9584,53,3,4,5,NA,emot,Negative
17,3022,54,3,6,6,NA,emot,Negative
17,7185,55,3,5,1,NA,emot,Neutral
17,5390,56,3,6,1,NA,emot,Neutral
17,1850,57,3,8,2,NA,emot,Neutral
17,2374,58,3,9,1,NA,emot,Neutral
17,2487,59,3,3,5,NA,emot,Neutral
17,3350,60,3,2,9,NA,emot,Negative
17,2683,61,3,2,9,NA,emot,Negative
17,9490,62,3,1,9,NA,emot,Negative
17,2102,63,3,5,5,NA,emot,Neutral
17,7595,64,NA,6,3,NA,emot,Neutral
17,5900,65,NA,6,7,NA,emot,Neutral
17,8465,66,NA,9,1,NA,emot,Neutral
19,7595,1,NA,1,1,NA,emot,Neutral
19,5900,2,NA,5,1,NA,emot,Neutral
19,8465,3,NA,5,3,NA,emot,Neutral
19,2102,4,1,5,1,NA,emot,Neutral
19,3022,5,1,3,7,NA,emot,Negative
19,9584,6,1,1,8,NA,emot,Negative
19,2487,7,1,7,2,NA,emot,Neutral
19,5726,8,1,5,1,NA,emot,Neutral
19,7185,9,1,8,1,NA,emot,Neutral
19,3350,10,1,2,7,NA,emot,Negative
19,2374,11,1,5,1,NA,emot,Neutral
19,5390,12,1,7,1,NA,emot,Neutral
19,6520,13,1,2,7,NA,emot,Negative
19,9490,14,1,3,6,NA,emot,Negative
19,7165,15,1,5,5,NA,emot,Neutral
19,9183,16,1,2,7,NA,emot,Negative
19,2683,17,1,3,6,NA,emot,Negative
19,9253,18,1,2,8,NA,emot,Negative
19,3063,19,1,2,8,NA,emot,Negative
19,1850,20,1,6,2,NA,emot,Neutral
19,1201,21,1,5,5,NA,emot,Negative
19,7175,22,1,5,5,NA,emot,Neutral
19,2384,23,1,6,2,NA,emot,Neutral
19,2384,24,2,5,2,NA,emot,Neutral
19,1850,25,2,6,2,NA,emot,Neutral
19,2487,26,2,5,5,NA,emot,Neutral
19,2683,27,2,3,6,NA,emot,Negative
19,9253,28,2,2,7,NA,emot,Negative
19,9490,29,2,4,6,NA,emot,Negative
19,9183,30,2,2,7,NA,emot,Negative
19,7175,31,2,5,5,NA,emot,Neutral
19,3063,32,2,2,8,NA,emot,Negative
19,3350,33,2,2,7,NA,emot,Negative
19,5390,34,2,8,1,NA,emot,Neutral
19,5726,35,2,5,2,NA,emot,Neutral
19,2374,36,2,5,5,NA,emot,Neutral
19,7165,37,2,5,5,NA,emot,Neutral
19,9584,38,2,2,7,NA,emot,Negative
19,7185,39,2,8,1,NA,emot,Neutral
19,3022,40,2,4,6,NA,emot,Negative
19,6520,41,2,3,7,NA,emot,Negative
19,1201,42,2,5,4,NA,emot,Negative
19,2102,43,2,5,5,NA,emot,Neutral
19,1850,44,3,6,2,NA,emot,Neutral
19,5726,45,3,5,4,NA,emot,Neutral
19,7185,46,3,8,1,NA,emot,Neutral
19,3063,47,3,2,7,NA,emot,Negative
19,9253,48,3,2,7,NA,emot,Negative
19,9584,49,3,3,6,NA,emot,Negative
19,2102,50,3,5,5,NA,emot,Neutral
19,7165,51,3,5,5,NA,emot,Neutral
19,1201,52,3,5,5,NA,emot,Negative
19,3350,53,3,2,6,NA,emot,Negative
19,7175,54,3,6,5,NA,emot,Neutral
19,9183,55,3,2,7,NA,emot,Negative
19,5390,56,3,7,1,NA,emot,Neutral
19,3022,57,3,4,5,NA,emot,Negative
19,2374,58,3,5,5,NA,emot,Neutral
19,2683,59,3,4,6,NA,emot,Negative
19,9490,60,3,5,5,NA,emot,Negative
19,2384,61,3,5,1,NA,emot,Neutral
19,6520,62,3,3,7,NA,emot,Negative
19,2487,63,3,5,5,NA,emot,Neutral
19,5900,64,NA,5,5,NA,emot,Neutral
19,8465,65,NA,6,3,NA,emot,Neutral
19,7595,66,NA,5,1,NA,emot,Neutral
20,8465,1,NA,8,3,NA,emot,Neutral
20,5900,2,NA,3,4,NA,emot,Neutral
20,7595,3,NA,6,4,NA,emot,Neutral
20,2487,4,1,7,3,NA,emot,Neutral
20,1201,5,1,4,7,NA,emot,Negative
20,5390,6,1,9,1,NA,emot,Neutral
20,7165,7,1,5,3,NA,emot,Neutral
20,5726,8,1,8,1,NA,emot,Neutral
20,1850,9,1,3,6,NA,emot,Neutral
20,7175,10,1,5,5,NA,emot,Neutral
20,2683,11,1,3,7,NA,emot,Negative
20,3350,12,1,6,6,NA,emot,Negative
20,9183,13,1,3,7,NA,emot,Negative
20,7185,14,1,6,3,NA,emot,Neutral
20,3022,15,1,4,6,NA,emot,Negative
20,6520,16,1,2,7,NA,emot,Negative
20,2102,17,1,6,2,NA,emot,Neutral
20,9253,18,1,2,8,NA,emot,Negative
20,9490,19,1,2,7,NA,emot,Negative
20,9584,20,1,3,6,NA,emot,Negative
20,2384,21,1,1,5,NA,emot,Neutral
20,2374,22,1,8,1,NA,emot,Neutral
20,3063,23,1,1,9,NA,emot,Negative
20,7165,24,2,6,4,NA,emot,Neutral
20,1201,25,2,5,6,NA,emot,Negative
20,9490,26,2,1,8,NA,emot,Negative
20,1850,27,2,4,4,NA,emot,Neutral
20,7185,28,2,7,3,NA,emot,Neutral
20,3063,29,2,1,9,NA,emot,Negative
20,3022,30,2,10,4,NA,emot,Negative
20,2384,31,2,2,5,NA,emot,Neutral
20,7175,32,2,7,3,NA,emot,Neutral
20,2683,33,2,2,7,NA,emot,Negative
20,6520,34,2,2,6,NA,emot,Negative
20,3350,35,2,4,5,NA,emot,Negative
20,5390,36,2,9,1,NA,emot,Neutral
20,5726,37,2,8,2,NA,emot,Neutral
20,2487,38,2,7,4,NA,emot,Neutral
20,2102,39,2,6,5,NA,emot,Neutral
20,9584,40,2,3,7,NA,emot,Negative
20,9253,41,2,2,8,NA,emot,Negative
20,9183,42,2,2,8,NA,emot,Negative
20,2374,43,2,8,2,NA,emot,Neutral
20,7165,44,3,4,5,NA,emot,Neutral
20,2374,45,3,7,2,NA,emot,Neutral
20,9253,46,3,1,8,NA,emot,Negative
20,3350,47,3,3,7,NA,emot,Negative
20,5390,48,3,9,1,NA,emot,Neutral
20,9584,49,3,4,6,NA,emot,Negative
20,3022,50,3,3,6,NA,emot,Negative
20,9183,51,3,3,8,NA,emot,Negative
20,9490,52,3,1,8,NA,emot,Negative
20,2102,53,3,5,3,NA,emot,Neutral
20,2683,54,3,3,9,NA,emot,Negative
20,2384,55,3,1,5,NA,emot,Neutral
20,7185,56,3,6,2,NA,emot,Neutral
20,3063,57,3,1,8,NA,emot,Negative
20,7175,58,3,6,2,NA,emot,Neutral
20,1201,59,3,5,7,NA,emot,Negative
20,1850,60,3,3,6,NA,emot,Neutral
20,2487,61,3,6,1,NA,emot,Neutral
20,6520,62,3,2,6,NA,emot,Negative
20,5726,63,3,9,0,NA,emot,Neutral
20,5900,64,NA,6,1,NA,emot,Neutral
20,8465,65,NA,6,3,NA,emot,Neutral
20,7595,66,NA,2,2,NA,emot,Neutral
23,5900,1,NA,1,1,NA,emot,Neutral
23,8465,2,NA,8,8,NA,emot,Neutral
23,7595,3,NA,2,1,NA,emot,Neutral
23,9584,4,1,1,9,NA,emot,Negative
23,6520,5,1,1,9,NA,emot,Negative
23,3022,6,1,1,7,NA,emot,Negative
23,9490,7,1,3,3,NA,emot,Negative
23,2384,8,1,5,2,NA,emot,Neutral
23,2683,9,1,1,9,NA,emot,Negative
23,3063,10,1,1,9,NA,emot,Negative
23,2102,11,1,4,1,NA,emot,Neutral
23,9253,12,1,1,9,NA,emot,Negative
23,3350,13,1,1,9,NA,emot,Negative
23,1850,14,1,6,7,NA,emot,Neutral
23,5726,15,1,8,3,NA,emot,Neutral
23,7165,16,1,6,3,NA,emot,Neutral
23,5390,17,1,8,3,NA,emot,Neutral
23,9183,18,1,1,8,NA,emot,Negative
23,1201,19,1,3,5,NA,emot,Negative
23,2487,20,1,7,2,NA,emot,Neutral
23,7175,21,1,5,1,NA,emot,Neutral
23,2374,22,1,9,1,NA,emot,Neutral
23,7185,23,1,4,1,NA,emot,Neutral
23,7175,24,2,3,1,NA,emot,Neutral
23,3022,25,2,2,8,NA,emot,Negative
23,3063,26,2,1,9,NA,emot,Negative
23,2384,27,2,4,2,NA,emot,Neutral
23,9490,28,2,2,8,NA,emot,Negative
23,1201,29,2,4,5,NA,emot,Negative
23,9253,30,2,1,8,NA,emot,Negative
23,7185,31,2,2,1,NA,emot,Neutral
23,2487,32,2,7,8,NA,emot,Neutral
23,5726,33,2,4,3,NA,emot,Neutral
23,3350,34,2,1,9,NA,emot,Negative
23,6520,35,2,1,9,NA,emot,Negative
23,9584,36,2,1,8,NA,emot,Negative
23,2374,37,2,8,1,NA,emot,Neutral
23,2102,38,2,4,1,NA,emot,Neutral
23,7165,39,2,6,2,NA,emot,Neutral
23,5390,40,2,8,1,NA,emot,Neutral
23,9183,41,2,1,9,NA,emot,Negative
23,2683,42,2,1,9,NA,emot,Negative
23,1850,43,2,7,2,NA,emot,Neutral
23,2487,44,3,7,2,NA,emot,Neutral
23,3350,45,3,1,9,NA,emot,Negative
23,9490,46,3,1,8,NA,emot,Negative
23,7165,47,3,5,3,NA,emot,Neutral
23,7185,48,3,5,1,NA,emot,Neutral
23,9584,49,3,1,8,NA,emot,Negative
23,3063,50,3,1,9,NA,emot,Negative
23,1850,51,3,7,3,NA,emot,Neutral
23,1201,52,3,3,7,NA,emot,Negative
23,7175,53,3,5,1,NA,emot,Neutral
23,3022,54,3,1,9,NA,emot,Negative
23,2384,55,3,6,2,NA,emot,Neutral
23,9183,56,3,1,9,NA,emot,Negative
23,6520,57,3,1,9,NA,emot,Negative
23,2102,58,3,4,1,NA,emot,Neutral
23,5390,59,3,8,1,NA,emot,Neutral
23,9253,60,3,1,9,NA,emot,Negative
23,2683,61,3,1,9,NA,emot,Negative
23,2374,62,3,8,1,NA,emot,Neutral
23,5726,63,3,7,1,NA,emot,Neutral
23,5900,64,NA,4,4,NA,emot,Neutral
23,8465,65,NA,7,2,NA,emot,Neutral
23,7595,66,NA,4,1,NA,emot,Neutral
24,5900,1,NA,7,2,NA,emot,Neutral
24,7595,2,NA,5,4,NA,emot,Neutral
24,8465,3,NA,8,6,NA,emot,Neutral
24,7175,4,1,4,3,NA,emot,Neutral
24,2374,5,1,9,2,NA,emot,Neutral
24,9490,6,1,5,9,NA,emot,Negative
24,9183,7,1,1,8,NA,emot,Negative
24,7185,8,1,2,7,NA,emot,Neutral
24,9253,9,1,1,9,NA,emot,Negative
24,2384,10,1,7,4,NA,emot,Neutral
24,3350,11,1,5,6,NA,emot,Negative
24,6520,12,1,5,8,NA,emot,Negative
24,9584,13,1,2,7,NA,emot,Negative
24,5726,14,1,7,2,NA,emot,Neutral
24,2102,15,1,7,4,NA,emot,Neutral
24,2683,16,1,3,8,NA,emot,Negative
24,1201,17,1,2,9,NA,emot,Negative
24,1850,18,1,7,1,NA,emot,Neutral
24,3022,19,1,2,7,NA,emot,Negative
24,5390,20,1,7,4,NA,emot,Neutral
24,2487,21,1,7,2,NA,emot,Neutral
24,7165,22,1,8,2,NA,emot,Neutral
24,3063,23,1,5,9,NA,emot,Negative
24,1850,24,2,4,2,NA,emot,Neutral
24,9584,25,2,2,6,NA,emot,Negative
24,6520,26,2,2,9,NA,emot,Negative
24,2384,27,2,6,2,NA,emot,Neutral
24,3063,28,2,1,9,NA,emot,Negative
24,2102,29,2,4,4,NA,emot,Neutral
24,1201,30,2,2,7,NA,emot,Negative
24,7165,31,2,7,2,NA,emot,Neutral
24,2683,32,2,1,8,NA,emot,Negative
24,9183,33,2,1,8,NA,emot,Negative
24,7175,34,2,6,4,NA,emot,Neutral
24,2374,35,2,8,2,NA,emot,Neutral
24,2487,36,2,7,1,NA,emot,Neutral
24,3022,37,2,5,9,NA,emot,Negative
24,9253,38,2,3,8,NA,emot,Negative
24,5726,39,2,9,1,NA,emot,Neutral
24,9490,40,2,5,7,NA,emot,Negative
24,5390,41,2,7,2,NA,emot,Neutral
24,3350,42,2,1,8,NA,emot,Negative
24,7185,43,2,2,6,NA,emot,Neutral
24,6520,44,3,1,8,NA,emot,Negative
24,9490,45,3,3,9,NA,emot,Negative
24,3063,46,3,3,9,NA,emot,Negative
24,2384,47,3,8,3,NA,emot,Neutral
24,2102,48,3,2,4,NA,emot,Neutral
24,1850,49,3,8,2,NA,emot,Neutral
24,9584,50,3,2,7,NA,emot,Negative
24,9183,51,3,1,9,NA,emot,Negative
24,2683,52,3,4,9,NA,emot,Negative
24,9253,53,3,3,8,NA,emot,Negative
24,7185,54,3,2,7,NA,emot,Neutral
24,7175,55,3,6,4,NA,emot,Neutral
24,5726,56,3,8,2,NA,emot,Neutral
24,5390,57,3,7,3,NA,emot,Neutral
24,3350,58,3,1,6,NA,emot,Negative
24,2374,59,3,9,2,NA,emot,Neutral
